Date,Number_of_Transactions,Number_of_Coinbase_Transactions,Coinbase_Transactions_Output_Total,Number_of_Zero_Fee_Transactions,Total_Size_of_Transactions,Mean_Size_of_Transactions,Median_Size_of_Transactions,StdDev_Size_of_Transactions,Total_Weight_of_Transactions,Mean_Weight_of_Transactions,Median_Weight_of_Transactions,StdDev_Weight_of_Transactions,Total_Input_Count,Mean_Input_Count,Median_Input_Count,StdDev_Input_Count,Total_Output_Count,Mean_Output_Count,Median_Output_Count,StdDev_Output_Count,Total_Input_Total,Mean_Input_Total,Median_Input_Total,StdDev_Input_Total,Total_Output_Total,Mean_Output_Total,Median_Output_Total,StdDev_Output_Total,Total_Fees,Mean_Fees,Median_Fees,StdDev_Fees,Fee_per_KB
01/12/2019 00:00,274621,139,1.75941E+11,141,121005071,440.6257023,249,1628.590779,377714027,1375.401106,884,5274.894826,541636,1.972303648,1,8.544389513,666358,2.426464109,2,16.04397097,6.78547E+13,247084967.7,2715421,2994058469,6.80285E+13,247717657.9,2718323,2994139153,2190876399,7977.818153,3896,51558.90493,18105.65773
02/12/2019 00:00,314730,145,1.83859E+11,147,147787378,469.5687669,249,1951.750309,461359351,1465.889337,892,5906.302045,678370,2.155403044,1,10.79568681,768953,2.443214819,2,16.14098964,8.63916E+13,274494449.1,3703244.5,3719425390,8.65729E+13,275070339.6,3710058,3719479869,2609108998,8289.991415,3616,46533.64254,17654.47789
03/12/2019 00:00,336512,158,2.00048E+11,160,151917019,451.4460673,249,1777.138318,475093534,1411.81751,892,5199.340458,693143,2.059786872,1,9.601400638,802092,2.383546501,2,15.39013058,8.52628E+13,253372216.1,3220002,5019801813,8.54603E+13,253959119.4,3226136.5,5019845677,2547734062,7571.005082,3009,54142.73518,16770.56382
04/12/2019 00:00,337284,167,2.11705E+11,169,156022877,462.586061,249,2030.770564,492452360,1460.052537,892,6119.888091,711570,2.109705767,1,11.37034768,819126,2.4285943,2,14.86921428,2.32749E+14,690068435.4,3235519,46696559857,2.32958E+14,690687350,3240084.5,46696558819,2954553925,8759.84015,3120,48488.64183,18936.67122
05/12/2019 00:00,311468,145,1.83574E+11,147,147694428,474.1881285,249,2082.330043,460261812,1477.717814,896,5937.440613,675944,2.170187628,1,11.25714895,752350,2.415496937,2,15.57989283,8.96189E+13,287730539.7,3691180,5441769700,8.98001E+13,288312461.5,3697896.5,5441804520,2324165709,7461.972687,2515,46440.26425,15736.31274
06/12/2019 00:00,315386,145,1.83753E+11,147,153558027,486.8891676,249,2095.280233,475617087,1508.047558,892,6205.329256,711907,2.257256188,1,11.6642375,767182,2.432517613,2,15.11566975,2.28717E+14,725196493.8,3320304,48174970744,2.28898E+14,725771186.3,3325380,48174969446,2503292648,7937.234525,2857,52924.2434,16301.93287
07/12/2019 00:00,285284,155,1.95556E+11,158,134187689,470.3652816,251,2124.46758,410143049,1437.665796,855,5960.581119,609934,2.137988811,1,11.37983624,693515,2.430963531,2,16.24161311,9.55117E+13,334795276.2,2247397,13351547718,9.57055E+13,335474424,2251131.5,13351561641,1805659965,6329.341866,2170,38619.3625,13456.22671
08/12/2019 00:00,278853,148,1.8645E+11,150,123601443,443.2494648,256,1932.654386,381687345,1368.776183,806,5616.944857,558444,2.002646556,1,10.47263347,671510,2.40811467,2,16.81293879,7.29331E+13,261546622.5,1863275,6997410399,7.31181E+13,262210054.5,1868428,6997443903,1450348020,5201.120375,1582,48042.09112,11734.07029
09/12/2019 00:00,313629,148,1.87182E+11,151,161164713,513.87057,249,2523.788186,494319459,1576.128033,892,7276.785195,743392,2.370291013,1,13.56868105,773747,2.467077343,2,16.26843971,1.18851E+14,378953094.2,3666186,8328323787,1.19036E+14,379542963.1,3671890,8328340078,2182070486,6957.489537,2260,41530.19129,13539.3812
10/12/2019 00:00,320064,148,1.87322E+11,150,163726434,511.5427977,249,2410.631474,496210308,1550.347143,892,6361.161582,756047,2.36217444,1,12.8555573,772154,2.41249875,2,15.18596023,1.14712E+14,358404783.9,3575035,7171942501,1.14897E+14,358982793.3,3582488,7171963035,2322218997,7255.483269,2662.5,38320.33824,14183.53127
11/12/2019 00:00,291248,132,1.6746E+11,134,157793849,541.7851762,249,2666.478841,477625793,1639.928147,896,7250.137906,748452,2.569809921,1,14.96195764,716954,2.461661539,2,16.48421999,1.20631E+14,414186766.2,3768345,8825956388,1.20796E+14,414753293.7,3774456,8825968427,2460426083,8447.872888,3090,47705.04875,15592.66156
12/12/2019 00:00,311795,133,1.68506E+11,135,145748718,467.4504659,249,1984.33912,452649132,1451.752376,892,5891.140531,664718,2.131907183,1,10.60451681,752498,2.413438317,2,15.52854085,8.34068E+13,267505117.6,3503886,10764478610,8.3573E+13,268038320.5,3509299,10764496488,2256385567,7236.759945,3058,32204.6782,15481.34075
13/12/2019 00:00,322888,152,1.92247E+11,154,150533413,466.209376,249,1944.940204,463922407,1436.790488,892,5649.806518,685567,2.123234682,1,10.64764994,786008,2.434305394,2,15.33800385,7.18419E+13,222497972.8,3496372.5,2708046470,7.20319E+13,223086412.1,3499385,2708133025,2247116310,6959.429616,2720,39438.03975,14927.69124
14/12/2019 00:00,293496,151,1.90286E+11,153,136321977,464.4764392,251,1932.465791,424007742,1444.679798,854,6050.856781,622648,2.121487175,1,10.80197139,711259,2.423402704,2,16.53971981,7.28595E+13,248247151.9,2312859,2684917154,7.30483E+13,248890261.2,2317734,2685007984,1536404462,5234.839528,2015,28101.89064,11270.40919
15/12/2019 00:00,263441,124,1.57045E+11,126,138885872,527.1991528,249,3133.346391,401682431,1524.752909,855,7346.311527,626716,2.378961513,1,16.13356373,630084,2.391746159,2,16.36290964,6.48911E+13,246321176.2,2822222,2612229343,6.50461E+13,246909543.3,2824018,2612315824,2044781660,7761.820142,2292,74507.72976,14722.74775
16/12/2019 00:00,327085,157,1.98466E+11,159,163030984,498.4361374,249,2720.348282,500902726,1531.414544,892,7229.319139,761622,2.328513995,1,15.28841409,788207,2.409792562,2,15.34182497,7.65694E+13,234096213.8,3064242,2933126196,7.67656E+13,234696210.7,3070894,2933205888,2216325645,6775.992922,2627,38932.48682,13594.50572
17/12/2019 00:00,319254,141,1.78543E+11,143,185320091,580.4785249,249,3938.719625,544828454,1706.567354,892,9059.264854,876605,2.745791752,1,21.9438095,779672,2.442168305,2,14.97657211,1.77564E+14,556183697.3,3919360,31350618266,1.7774E+14,556735765.6,3929584.5,31350619112,2292717755,7181.484821,2725,37383.22147,12371.66323
18/12/2019 00:00,314249,134,1.70248E+11,136,154452990,491.4987478,249,1861.003776,491969118,1565.539168,896,5725.988737,720059,2.291364491,1,10.13921272,773238,2.460590169,2,15.34453096,1.16307E+14,370110302.6,4544998,6470209510,1.16474E+14,370643319.4,4552436,6470229379,2748314294,8745.658042,3735,54483.39171,17793.8562
19/12/2019 00:00,319555,157,1.99122E+11,159,159086136,497.8364789,249,2339.964332,490864797,1536.088614,892,6367.868852,726544,2.273611741,1,12.37912381,770849,2.412257671,2,14.6344308,1.00242E+14,313691570.6,3749968,4666053092,1.00438E+14,314305705.9,3757214,4666092870,2871547007,8986.080665,3616,60767.32468,18050.26559
20/12/2019 00:00,332657,156,1.97548E+11,160,150029419,451.0033428,249,1780.362996,468114421,1407.198469,892,5573.779333,672093,2.020378348,1,9.228909585,806390,2.424088476,2,14.52764107,1.00417E+14,301862042.5,3210721,5937577004,1.00612E+14,302448231.9,3216583,5937608489,2547719556,7658.698167,3169,70110.85272,16981.46652
21/12/2019 00:00,311118,176,2.21661E+11,178,133068457,427.7105696,257,1528.461671,411182962,1321.630256,820,4616.908993,587307,1.8877307,1,7.685923761,747465,2.402512873,2,15.45334703,6.75107E+13,216993828.4,2005120,4841561424,6.77307E+13,217700955.6,2006376,4841621404,1660936724,5338.606972,2030,28560.30033,12481.82147
22/12/2019 00:00,281070,169,2.1253E+11,171,125155876,445.2836518,281,1729.154357,387606766,1379.039976,806,5540.964465,558868,1.988358772,1,8.426620113,673320,2.395559825,2,16.50537255,7.56977E+13,269319650.6,1828218,4793207856,7.59089E+13,270071242.8,1835340.5,4793262964,1280407837,4555.476703,908,28538.15344,10230.50517
23/12/2019 00:00,304845,143,1.80637E+11,145,148349450,486.6389477,249,2029.756184,468054791,1535.38615,892,6580.80904,676520,2.219226164,1,10.29317636,741746,2.433190638,2,15.31641618,9.47712E+13,310883140.5,3862560,6119744769,9.49499E+13,311469504.1,3875967,6119774175,1887107421,6190.383378,1754,42986.43144,12720.69038
24/12/2019 00:00,290436,125,1.58011E+11,127,138946879,478.4079074,249,2214.660755,436194754,1501.86187,892,6821.38365,627271,2.159756366,1,11.65755205,707842,2.437170323,2,15.80088379,7.29199E+13,251070293.4,3444593,5507195364,7.30761E+13,251608277.7,3448573,5507232105,1760848203,6062.775286,2004,33829.15647,12672.8158
25/12/2019 00:00,244666,128,1.61313E+11,130,113822956,465.217709,256,1822.435536,353916202,1446.527928,892,5866.500307,515922,2.10867877,1,10.12287853,607474,2.482870526,2,16.99232595,5.95158E+13,243253367.5,2273604,16077384018,5.96758E+13,243907320.3,2281221.5,16077399687,1313196764,5367.303851,1301,33475.72122,11537.18731
26/12/2019 00:00,296063,167,2.10641E+11,170,139908422,472.5630085,254,2124.981331,442052771,1493.103735,888,7285.048376,638458,2.156493719,1,11.89159516,724406,2.446796797,2,15.24693436,6.99639E+13,236314181,2587334,4572391292,7.01726E+13,237019267.4,2597196,4572448380,1891209694,6387.86236,1582,71845.52964,13517.48284
27/12/2019 00:00,322204,145,1.82962E+11,147,147487791,457.7466171,249,1974.807608,456021486,1415.319133,892,5708.421684,666166,2.067528646,1,10.48468171,793825,2.463734156,2,15.06824235,8.66425E+13,268905754.5,3200000,7980051276,8.68238E+13,269468286.4,3207062,7980076477,1711633792,5312.267359,1536,32617.43316,11605.2575
28/12/2019 00:00,298287,149,1.8763E+11,151,132528096,444.2972573,249,1736.41803,411975009,1381.136318,862,5366.642105,596909,2.001123079,1,9.354311933,733054,2.457545921,2,15.65308337,6.83773E+13,229233182.6,2630001,4648504124,6.85635E+13,229857581.2,2638567,4648557138,1380390964,4627.727538,1106,28774.38078,10415.83638
29/12/2019 00:00,279925,155,1.95011E+11,157,122013863,435.8805501,250,1656.439237,379102802,1354.301338,855,5108.743431,549699,1.963736715,1,9.060169383,679590,2.427757435,2,16.02994255,5.60379E+13,200189138.1,2159241,4543440945,5.62317E+13,200881287.8,2165110,4543505760,1260924730,4504.509172,888,32787.22515,10334.27431
30/12/2019 00:00,324497,166,2.0909E+11,168,156793591,483.1896474,249,1915.211274,486133810,1498.114959,892,5885.21404,719451,2.217126815,1,10.39035982,802822,2.474050608,2,15.19349125,9.86624E+13,304047312.5,3024304,18537489949,9.88699E+13,304686763.7,3032560,18537500883,1590283263,4900.764146,918,38898.27786,10142.52721
31/12/2019 00:00,293447,145,1.82734E+11,149,142418712,485.3302709,249,2051.817083,441291783,1503.821075,892,6063.180867,655742,2.234618176,1,11.31255437,731740,2.493601911,2,15.6951933,7.22992E+13,246379039.4,3003020,5098937283,7.24804E+13,246996697.8,3012100,5098983238,1484211896,5057.853364,1340,28902.45684,10421.46692
01/01/2020 00:00,251735,174,2.18497E+11,176,111978840,444.8282519,281,1704.608636,342512802,1360.608584,806,5104.737071,490649,1.949069458,1,8.711013984,622911,2.47447117,2,16.7964357,4.4342E+13,176145699.2,1670140,2242118256,4.45595E+13,177009703.1,1675368,2242292015,997099973,3960.911168,902,30284.75197,8904.360618
02/01/2020 00:00,295567,141,1.77628E+11,143,142731789,482.9084066,251,1912.508964,437193594,1479.16917,892,5421.801077,649955,2.199010715,1,10.00471034,747450,2.528868243,2,15.41868152,6.93661E+13,234688188.1,3022309,3591712239,6.95423E+13,235284499.6,3029731,3591777252,1378084459,4662.511238,1179,28312.22717,9655.063309
03/01/2020 00:00,316517,169,2.12889E+11,171,153882403,486.1742118,250,2048.021977,472861807,1493.953901,863,6229.971774,697886,2.204892628,1,11.47371587,782635,2.472647599,2,14.69657585,1.01672E+14,321220111.6,2908383,19677427842,1.01883E+14,321887532.3,2919407,19677438159,1638979535,5178.172215,1537,38895.07216,10650.85743
04/01/2020 00:00,287215,168,2.11231E+11,170,133492926,464.7839632,255,1994.919598,405218829,1410.855384,821,5551.218382,587305,2.044827046,1,9.738704123,717186,2.497035322,2,15.55078837,6.5752E+13,228929559.4,2119781,4074958441,6.5962E+13,229660719,2125168,4075029837,1231216518,4286.741702,1122,33372.92303,9223.08436
05/01/2020 00:00,287779,163,2.04939E+11,165,128893145,447.8893352,256,1637.250661,400354247,1391.186456,822,4960.271151,574004,1.994600023,1,8.700174761,729145,2.533697733,2,15.95067916,5.63259E+13,195726248.9,2007600,3421081392,5.65297E+13,196434257.5,2009388,3421169905,1188711242,4130.639282,707,42197.68317,9222.455096
06/01/2020 00:00,299146,135,1.70799E+11,137,152216238,508.8359463,248,2426.780004,477469536,1596.108709,892,7022.758852,710078,2.373683753,1,13.93679104,765186,2.557901493,2,15.33897915,1.09595E+14,366360845.9,3841605,6883519066,1.09764E+14,366924951.7,3852405.5,6883538727,2049312376,6850.542464,2258,64972.02577,13463.16532
07/01/2020 00:00,344079,176,2.22556E+11,178,166904831,485.0770637,249,2015.991913,523257497,1520.748133,892,5911.155128,763221,2.218156296,1,11.17926216,873647,2.539088407,2,14.20620428,7.84651E+13,228043735.6,3327661,3326539204,7.86851E+13,228683123.6,3337087,3326615767,2556190656,7429.080694,2580,78835.764,15315.25865
08/01/2020 00:00,318019,142,1.80583E+11,144,151003935,474.8267714,248,1821.071707,475191465,1494.223506,892,5631.206562,693172,2.179655933,1,10.15007359,772579,2.429348561,2,14.89270845,8.99422E+13,282820160,4209802,4370053371,9.01197E+13,283378302.7,4215632,4370096840,3083081053,9694.644197,4288,66646.11753,20417.22325
09/01/2020 00:00,322057,157,1.99228E+11,160,164031548,509.3245854,249,2328.721024,514256423,1596.786976,892,7305.533242,760148,2.360290259,1,12.48289888,775564,2.408157562,2,15.61177283,1.20769E+14,374992334,3489457,27380198633,1.20965E+14,375601698.2,3495340,27380204139,2978119837,9247.182446,4290,53822.10692,18155.77475
10/01/2020 00:00,330734,149,1.89507E+11,153,166938555,504.7517189,248,2461.790558,515781357,1559.505092,892,7534.7575,739843,2.236972915,1,11.08758742,825973,2.497393676,2,15.17343314,9.05129E+13,273672745.6,3825909,3997005682,9.06991E+13,274235887,3829300.5,3997055818,3256513430,9846.321908,4233,69780.84851,19507.25781
11/01/2020 00:00,309070,163,2.05588E+11,165,137532535,444.9883036,250,1815.14174,429170788,1388.58766,828,5620.790012,613635,1.985424014,1,9.719809304,750456,2.428110137,2,15.42139929,5.93892E+13,192154504.4,2199697.5,1850602524,5.95929E+13,192813740.1,2200485,1850755488,1838352814,5948.014411,2372,34623.61637,13366.67585
12/01/2020 00:00,283136,151,1.90203E+11,153,124565638,439.9498404,250,1755.227793,386809513,1366.161537,821,5481.004704,560157,1.978402605,1,9.702738578,674674,2.382861946,2,15.86350619,4.99858E+13,176543413.8,2085543,3454653257,5.01745E+13,177210054.6,2089966.5,3454740552,1453164303,5132.389746,1542,40233.18809,11665.85205
13/01/2020 00:00,291597,143,1.80513E+11,145,140351632,481.3205623,249,2417.363236,439157623,1506.043008,892,6844.116091,650516,2.230873431,1,13.85129068,706550,2.423035902,2,15.22622858,6.87764E+13,235861305.8,3221768,4010508108,6.89552E+13,236474309.4,3229126,4010567705,1763102526,6046.367164,2167,38493.30549,12562.03794
14/01/2020 00:00,346953,145,1.83872E+11,147,176839434,509.6927653,248,2131.532649,561684534,1618.906693,896,6960.070014,839573,2.419846492,1,12.2623658,833338,2.401875758,2,15.00361798,1.24809E+14,359729325.2,4058096,24593761291,1.2499E+14,360251730.2,4067351,24593765327,2622157700,7557.674094,3052,35390.6123,14827.90145
26/10/2020 00:00,252494,110,79879083665,112,147440644,583.9372183,247,3843.685179,439414579,1740.297112,892,9243.611778,685539,2.715070457,1,21.01023126,731762,2.898136193,2,11.97273605,2.83414E+14,1122459762,5619899,47123705594,2.83483E+14,1122732046,5604412.5,47123699418,11129083665,44076.62624,27606,179106.2834,75481.78957
27/10/2020 00:00,251938,99,81098520467,101,128639277,510.598945,234,2269.436855,395469453,1569.709425,892,7037.442173,567086,2.250895061,1,11.16544206,745133,2.957604649,2,11.33688157,2.50307E+14,993525323.3,7137417,39415616044,2.50369E+14,993770919.4,7104507.5,39415610063,19223520467,76302.58424,42408,322963.2676,149437.4107
28/10/2020 00:00,261340,100,85166214815,102,128775621,492.7512857,246,1845.870173,395448702,1513.157963,896,5019.216618,571577,2.187101094,1,9.506331104,764239,2.924309329,2,11.76900347,2.66144E+14,1018382713,6784365.5,38869127659,2.66207E+14,1018621865,6738792,38869121532,22666214815,86730.75233,51127,267142.8069,176013.2441
29/10/2020 00:00,276070,108,93423173259,110,140235560,507.9710218,226,2036.17326,431411177,1562.687641,896,5461.342992,630971,2.285547144,1,10.83553909,819781,2.969467889,2,12.56273764,2.43656E+14,882587795.8,5938269,35336478958,2.43724E+14,882832299,5876747,35336473336,25923173259,93900.72539,55596,312369.5551,184854.4924
30/10/2020 00:00,268364,111,95609694254,113,143635252,535.2254848,245,2201.961921,443375977,1652.144017,892,6053.378599,659270,2.456626075,1,11.69302821,810633,3.02064733,2,12.59003535,2.35003E+14,875687765.7,5488017.5,36016577221,2.35072E+14,875946276.6,5433594.5,36016570506,26234694254,97757.87458,57400,350448.06,182648.0191
31/10/2020 00:00,275796,113,97028799985,115,144595682,524.2849135,226,2279.159888,451363586,1636.584961,896,6271.418075,673520,2.442094882,1,12.15104672,791917,2.871386822,2,12.27289228,1.69173E+14,613399504.6,4499514.5,28977781380,1.69244E+14,613655581.6,4444640,28977777472,26403799985,95736.70389,54400,365778.2214,182604.3463
01/11/2020 00:00,276280,125,95909284836,127,155847869,564.0939228,247,2455.377286,495357641,1792.955122,896,7009.094072,752581,2.723979296,1,12.84426519,766753,2.775275083,2,11.81168974,2.1348E+14,772695190.8,3440382,35547852650,2.13558E+14,772977965.5,3404848,35547847268,17784284836,64370.51121,26296,291404.5287,114113.1088
02/11/2020 00:00,224609,95,80321858831,97,126013254,561.0338588,247,2367.740443,379520001,1689.691869,892,6466.526923,577794,2.572443669,1,12.75325036,687013,3.058706463,2,12.7607731,2.56577E+14,1142327297,6373460,41800372106,2.56636E+14,1142591645,6323816,41800363747,20946858831,93259.21415,53972,337737.3887,166227.4258
03/11/2020 00:00,331673,140,1.16431E+11,142,179547256,541.3381734,246,2567.092337,555292252,1674.216026,896,7108.540364,838934,2.529400946,1,13.93778119,928155,2.79840385,2,11.13379446,3.20931E+14,967613594.8,4634629,41047155335,3.21019E+14,967877408.8,4585988,41047145542,28930998956,87227.47693,51322,386793.485,161133.061
04/11/2020 00:00,320697,159,1.19878E+11,161,213411170,665.4604502,247,4119.370929,627169634,1955.645466,896,9743.487797,1044818,3.257960006,1,23.34227442,897614,2.798947293,2,12.34098061,2.04341E+14,637177079.3,3900000,29264829665,2.0444E+14,637486951.2,3871708,29264823977,20503254149,63933.41425,25475,250871.5687,96073.95034
05/11/2020 00:00,318668,147,1.17919E+11,149,188417603,591.2661547,247,3100.327197,579216602,1817.617715,896,8303.852107,900900,2.827080221,1,17.57056191,920668,2.889113435,2,11.88997827,3.12495E+14,980627681.9,5753075,39421149858,3.12587E+14,980915991.3,5719276,39421141707,26044440041,81729.07239,43508,452272.2646,138227.2125
06/11/2020 00:00,340351,153,1.19618E+11,155,194700883,572.059089,247,2644.727651,603274330,1772.506412,896,7088.087976,926891,2.723338553,1,14.23503504,962414,2.827710217,2,12.72330393,3.08848E+14,907438969.2,4680048,36862824781,3.08943E+14,907719929.1,4649018,36862817513,23993433418,70496.14492,39379,270420.8912,123232.2784
07/11/2020 00:00,270901,146,1.04773E+11,148,198436537,732.5057383,247,4135.885713,583219015,2152.886165,896,10129.15163,969646,3.579337101,1,22.78210727,773347,2.854721836,2,13.8446905,1.61156E+14,594889025.7,3543027,28025330538,1.61247E+14,595225864.7,3518370,28025325366,13523436243,49920.21529,17340,223315.9641,68149.93069
08/11/2020 00:00,243047,138,95819061817,140,189334721,779.0045588,247,4725.971172,551285897,2268.227532,896,11754.94042,902148,3.711825285,1,24.89647752,702625,2.89090176,2,17.69946378,1.49837E+14,616493531.2,3038247,29345083008,1.49923E+14,616848400.9,3022329,29345076896,9569061817,39371.2402,8763,242503.2215,50540.44903
09/11/2020 00:00,326383,185,1.29841E+11,187,253561898,776.884513,247,5421.656201,735006086,2251.974171,896,13449.11054,1234126,3.781220223,1,30.27744441,911061,2.791386194,2,12.37890671,2.14275E+14,656514883.9,3493822,27637448683,2.14391E+14,656869145.6,3479863,27637441395,14215849695,43555.7296,12464,239702.049,56064.61305
10/11/2020 00:00,303270,147,1.07359E+11,149,180171495,594.0960036,247,2941.182275,544357722,1794.960669,896,8218.104234,854975,2.819187523,1,16.55650156,872599,2.877300755,2,12.72334808,2.15935E+14,712021252.4,4226314.5,29606638459,2.16027E+14,712324200.3,4206792.5,29606631789,15483732550,51055.93217,22572,256463.5054,85938.85814
11/11/2020 00:00,322277,147,1.02633E+11,149,190672255,591.6409021,247,3040.776629,577139110,1790.816937,896,7821.632735,888664,2.757453991,1,15.50090489,911602,2.828628788,2,12.49610747,2.06263E+14,640016792.5,3842164,28128499725,2.06355E+14,640301873.4,3830182,28128494138,10757878081,33380.84344,17083,130861.8109,56420.78383
12/11/2020 00:00,324855,160,1.10285E+11,163,199602785,614.4365486,247,3574.64082,599906870,1846.691201,896,9042.308349,947669,2.917206138,1,19.57625748,924734,2.846605409,2,12.74564332,1.96029E+14,603435209,3827734,26068737785,1.96129E+14,603743038.7,3815183,26068732037,10285022306,31660.34787,14959,138463.8163,51527.44891
13/11/2020 00:00,300040,139,96931662020,141,177441329,591.3922444,247,2785.993217,531875435,1772.681759,896,7158.789401,822588,2.741594454,1,14.45249463,876662,2.921817091,2,12.64049375,1.57784E+14,525875457.3,4089323.5,23012877250,1.57871E+14,526165002,4082148.5,23012872783,10056662020,33517.7377,15080,152317.6683,56675.98454
14/11/2020 00:00,273511,142,94665558129,144,183196143,669.7944251,247,3802.912995,532959180,1948.584079,896,9385.333836,833518,3.047475239,1,18.34617317,790805,2.891309673,2,13.04419953,1.90173E+14,695303458.5,3027480,31793845864,1.90262E+14,695627942.7,3021106,31793840086,5915558129,21628.22749,8080,106030.8326,32290.84429
15/11/2020 00:00,252715,150,97993335460,152,180771542,715.3178165,248,4676.051781,532841210,2108.46689,892,12963.30593,856957,3.391001721,1,26.25180183,720717,2.851896405,2,14.50483687,1.59801E+14,632336103.9,2469135,29496622646,1.59895E+14,632707075.1,2468411,29496616708,4243335460,16790.99167,4480,101892.7587,23473.47051
16/11/2020 00:00,311477,160,1.08346E+11,162,193415745,620.963169,247,3314.815908,586287822,1882.282872,896,9916.186734,920102,2.953996603,1,18.83259982,869288,2.790857752,2,11.91957784,3.6173E+14,1161338917,3831100,42036556195,3.6183E+14,1161659968,3825853,42036546988,8345770555,26794.1792,12415,143891.0429,43149.38556
17/11/2020 00:00,347772,157,1.07179E+11,159,201333261,578.9231479,247,3043.62684,615392574,1769.528812,896,8446.27468,952473,2.738785756,1,16.98861259,974192,2.801237592,2,11.68641874,3.02983E+14,871211675.9,3989623.5,34962018503,3.03081E+14,871493829.1,3981753.5,34962011842,9054129648,26034.67113,15236,106960.418,44970.85878
18/11/2020 00:00,362007,169,1.15389E+11,171,213270247,589.1329367,247,3081.706166,655347460,1810.317093,896,8198.014564,1015425,2.804987196,1,17.07476281,1017548,2.810851724,2,12.48320049,2.9291E+14,809128890.1,3818291,31540042367,2.93016E+14,809420666.2,3813245,31540035427,9763868616,26971.4912,14012,459454.992,45781.67256
19/11/2020 00:00,311061,137,95076871958,139,182207235,585.7604618,246,3037.512854,547260081,1759.333639,896,7773.413873,854333,2.746512742,1,16.4322011,900212,2.894004713,2,12.13602354,2.3776E+14,764352812.2,3900000,30230774392,2.37846E+14,764628079.8,3891638,30230767937,9451871958,30385.91131,15034,151904.9752,51874.29554
20/11/2020 00:00,348026,168,1.12635E+11,170,215884854,620.3124307,246,3520.460065,656187246,1885.454667,896,9124.721922,1031169,2.962907944,1,19.00527233,987346,2.83698919,2,12.62132845,2.45896E+14,706543739.1,3515964.5,27365848233,2.46001E+14,706845440.7,3513425,27365841701,7634988950,21937.98437,11136,113680.7925,35366.0241
21/11/2020 00:00,311189,169,1.10316E+11,171,194365080,624.5885298,247,3517.537581,581553672,1868.81179,896,8579.433775,917011,2.946797605,1,18.26514575,869189,2.793122508,2,11.59674587,1.9061E+14,612523016.8,2553200,26765015528,1.90716E+14,612862440.8,2553497,26765009643,4690621911,15073.22531,6048,74871.01327,24133.04854
22/11/2020 00:00,271125,174,1.11952E+11,176,161668005,596.2858645,249,3170.706627,485388582,1790.276006,892,7919.713416,746440,2.753121254,1,16.42941802,771170,2.844333794,2,12.46022246,1.90722E+14,703444927.6,2200000,29220736640,1.9083E+14,703846034.1,2200507,29220729265,3202458461,11811.74167,4557,64545.16204,19808.85742
23/11/2020 00:00,297840,147,97529584603,149,180720623,606.7708266,247,3501.267941,535036826,1796.390095,894,8569.570816,836213,2.807591324,1,18.64901678,850582,2.855835348,2,14.18700763,2.24573E+14,754005264.1,3434131,28880376622,2.24665E+14,754313735.1,3434616.5,28880369775,5654584603,18985.30957,8626,96050.35529,31289.09423
24/11/2020 00:00,333293,136,93628199286,138,172927584,518.8455323,226,2081.537452,539349522,1618.244374,896,5768.304562,802908,2.409015491,1,10.72078503,952495,2.857830798,2,11.83868046,2.34573E+14,703803652.8,4133443,26824710696,2.34658E+14,704058683.7,4127866,26824704643,8628199286,25887.73027,13464,99306.78004,49894.86979
25/11/2020 00:00,361990,155,1.06737E+11,157,191170488,528.1098594,226,2389.815206,607443045,1678.065817,896,7153.724738,875258,2.417906572,1,12.0214354,1024901,2.831296445,2,11.80226022,2.21186E+14,611026822.8,3482910.5,25213353639,2.21282E+14,611294440.7,3473344.5,25213348635,9862265001,27244.57858,14328,110766.8753,51588.84671
26/11/2020 00:00,323975,150,1.04133E+11,152,194509747,600.3850513,247,3189.298097,595203904,1837.190845,896,8432.350328,930368,2.871727757,1,17.75451803,933448,2.881234663,2,12.55131955,2.28329E+14,704774917.6,4436867,25717847551,2.28423E+14,705064291.8,4427724,25717839418,10383357397,32049.87236,16759,130807.8084,53382.19579
27/11/2020 00:00,322445,154,1.04671E+11,156,197901775,613.7535859,247,3209.695049,611235697,1895.627772,896,8977.908492,956489,2.966363256,1,18.1014338,919277,2.850957528,2,12.63522233,1.85679E+14,575848574.7,3548223,22177074910,1.85776E+14,576147075.2,3542120,22177068574,8421494944,26117.61678,13623,128456.8522,42553.91314
28/11/2020 00:00,293949,154,1.01932E+11,156,203313206,691.6614991,247,3828.340521,611208302,2079.300498,896,9940.983078,956009,3.252295466,1,18.8601264,823749,2.802353469,2,12.24703055,1.29678E+14,441156832.9,2771521,20102227478,1.29774E+14,441484270.7,2767955,20102223666,5682028025,19329.9791,9000,121476.7999,27947.16653
29/11/2020 00:00,263573,150,97736594809,152,165711631,628.7124668,247,3593.133555,494667160,1876.774783,892,8936.898746,769969,2.921274182,1,19.01671003,747296,2.835252473,2,13.04028201,1.27506E+14,483759701.5,2654182,20892456941,1.276E+14,484115390.4,2652963,20892451956,3986594809,15125.20178,6640,71854.88477,24057.42304
30/11/2020 00:00,256551,113,77856782859,115,148981323,580.7084089,247,3456.084757,451367715,1759.368371,892,8719.900398,697099,2.717194632,1,19.33687764,772603,3.011498688,2,13.61486381,2.25354E+14,878399801.1,4575640,31866013433,2.25425E+14,878675087.5,4570862,31866005999,7231782859,28188.48049,15000,117057.7174,48541.54006
